mx_peak,,,,,,,,mean,,,,,,,,peak_ratio,,,,,,,,median,,,,,,,,integral,,,,,,,,activity,,,,,,,,mean mobility,,,,,,,,mean complexity,,,,,,,,
Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Gesture
0.312716539,0.131128834,0.361538522,0.747347857,0.818150019,25.1422532,0.56252316,0.56252316,0.060970122,0.028859126,0.069735791,0.172999183,0.180030806,26.02275207,0.616594479,0.616594479,0.161610499,0.071486687,0.092003914,0.404173255,0.445936329,72.20395242,0.625214983,0.625214983,0.110645905,0.047444298,0.075467324,0.294207704,0.295972143,24.93882179,0.6457866,0.6457866,0.480150326,0.230099696,0.314926524,1.504920536,1.435443179,16.53917036,0.718403458,0.718403458,0.816238219,0.339659386,1,2.027425651,2.119054914,22.33070342,0.669218632,0.669218632,0.415857871,0.220277281,0.368404109,1.475291595,1.37430227,22.40212747,0.755766848,0.755766848,0.438933849,0.213331146,0.300569895,1.37363422,1.33111034,17.18508498,0.632497966,0.632497966,5
0.312716539,0.131128834,0.361538522,0.747347857,0.818150019,46.25689653,0.56252316,0.56252316,0.060970122,0.028859126,0.069735791,0.172999183,0.180030806,41.53756056,0.616594479,0.616594479,0.161610499,0.071486687,0.092003914,0.404173255,0.445936329,55.01647304,0.625214983,0.625214983,0.110645905,0.047444298,0.075467324,0.294207704,0.295972143,13.02771982,0.6457866,0.6457866,0.480150326,0.230099696,0.314926524,1.504920536,1.435443179,22.7181109,0.718403458,0.718403458,0.816238219,0.339659386,1,2.027425651,2.119054914,29.18984958,0.669218632,0.669218632,0.415857871,0.220277281,0.368404109,1.475291595,1.37430227,40.46965695,0.755766848,0.755766848,0.438933849,0.213331146,0.300569895,1.37363422,1.33111034,25.31466066,0.632497966,0.632497966,6
0.499365265,0.058919748,1.419459831,0.733401718,1.174392002,278.4197011,0.422149239,0.422149239,0.258821956,0.03661831,0.780610767,0.51476552,0.729722966,163.523594,0.535025426,0.535025426,0.372475885,0.047156137,1.302084633,0.67486601,0.940147547,57.05468458,0.426635989,0.426635989,0.343081353,0.043464515,1,0.553652034,0.866175696,79.42903689,0.433420116,0.433420116,0.275484615,0.055618634,0.470100172,1.376344872,1.10811546,110.6675139,0.866838404,0.866838404,0.155663767,0.048784635,0.544162474,1.220284558,0.972597546,88.49275487,0.675371375,0.675371375,0.134682736,0.066723143,0.438693239,1.881114711,1.330046485,131.8133313,0.680821203,0.680821203,0.205531902,0.044072602,0.596105128,1.045570579,0.878802299,147.3115719,0.504927952,0.504927952,1
1,0.330982533,1,1.719140574,1.740042469,48.55460384,0.698721961,0.698721961,0.939272802,0.317663305,0.822124811,1.833621367,1.67000511,47.56929824,0.684594185,0.684594185,0.175809442,0.080152241,0.08380138,0.397743278,0.421319123,12.58974848,0.766051682,0.766051682,0.65994565,0.146791636,0.152747042,0.705770694,0.771680502,25.36002305,0.67875988,0.67875988,0.456006361,0.149527169,0.106223753,0.697187081,0.786066609,41.95332218,0.750149894,0.750149894,0.320175615,0.082948632,0.045357166,0.42824931,0.436015443,47.58818113,0.677883177,0.677883177,0.667599886,0.229780258,0.350862844,1.255725992,1.207993411,147.4638879,0.663351355,0.663351355,0.612067715,0.18390899,0.293207232,0.962561704,0.966877333,98.57181167,0.606082144,0.606082144,2
0.551064119,0.227419113,0.310406177,1.776139243,1.715610882,23.00571964,0.661571938,0.661571938,0.298193431,0.085248075,0.126378588,0.633924698,0.643109458,9.494034713,0.708074542,0.708074542,0.222493762,0.087755713,0.15902088,0.627666924,0.661997158,27.1320789,0.688531914,0.688531914,0.115116015,0.055005049,0.078801295,0.40881076,0.414928788,5.639315217,0.722565225,0.722565225,0.144044938,0.051526062,0.071556238,0.377941058,0.388669509,19.20740064,0.672218692,0.672218692,0.154703037,0.063065558,0.099960007,0.454564254,0.475749822,49.66389739,0.677443177,0.677443177,0.536020941,0.217192553,0.524975873,1.558448697,1.638509878,112.2495188,0.66269578,0.66269578,0.723104369,0.273264022,1,2.162504367,2.061424505,89.28847768,0.671431296,0.671431296,3
0.84540777,0.257288267,0.445385843,1.037660951,0.939579638,53.00682078,0.708220119,0.708220119,1,0.285627618,1,0.796783538,1.043175545,78.33223616,0.665659561,0.665659561,1,0.288133525,0.927039025,1.184534897,1.0523259,64.8558403,0.748949329,0.748949329,1,0.332497132,0.680193293,1.608681354,1.214359257,91.11083951,0.722750477,0.722750477,1,0.265794725,0.568566613,0.92333455,0.9707483,181.8809241,0.66507316,0.66507316,1,0.243421549,0.343848648,0.659415258,0.88903256,264.5440142,0.692121671,0.692121671,1,0.264324009,0.473451013,0.741477077,0.965356364,159.4076665,0.707894573,0.707894573,0.735813428,0.25340222,0.514312026,1.048112377,0.925422437,62.25765843,0.680886018,0.680886018,4
0.241028567,0.095864484,0.227936214,0.70053417,0.664514969,21.76638073,0.710146035,0.710146035,0.589876351,0.137932351,0.255684258,0.945950752,0.956257815,76.6091929,0.689658445,0.689658445,0.608265309,0.176160723,0.590437288,1.254748027,1.221261744,38.87753181,0.694769397,0.694769397,0.632647248,0.18941202,0.760742869,1.27220815,1.313149111,91.82580403,0.682438265,0.682438265,0.760865071,0.135977501,1,0.87235612,0.942664012,222.9634752,0.625811834,0.625811834,0.496780545,0.119621291,0.652089165,0.777743436,0.829283162,151.4920376,0.65354134,0.65354134,0.72747016,0.199133403,0.311639356,1.438361385,1.380486975,131.3462622,0.707504566,0.707504566,0.292585808,0.099874885,0.119135987,0.738097959,0.692382211,26.543122,0.705511235,0.705511235,5
0.863055103,0.238878132,1,1.331170862,1.338563461,55.5148599,0.620418325,0.620418325,0.732803156,0.235699989,0.534685337,1.221947666,1.320675857,36.26019971,0.678205557,0.678205557,0.695981112,0.2260571,0.504067371,1.29948743,1.266620762,14.78323602,0.678010993,0.678010993,0.412721388,0.136243089,0.169547437,0.705754072,0.763369924,10.6409948,0.667900743,0.667900743,0.283977689,0.093399886,0.109869657,0.500214223,0.523290444,17.9539986,0.693866604,0.693866604,0.257437536,0.087150457,0.207470388,0.481532696,0.488281252,18.27374128,0.735098773,0.735098773,0.443779622,0.128746325,0.259559429,0.721171886,0.72137946,53.60741561,0.696727232,0.696727232,0.815707883,0.281569703,0.911326307,1.738721165,1.577818841,84.96081201,0.655393984,0.655393984,6
0.168302295,0.031046903,0.180649585,0.730315913,0.773431773,4.506011475,0.695994965,0.695994965,0.144111728,0.033199559,0.112453222,0.795380091,0.826929787,3.770977542,0.739430199,0.739430199,0.147469961,0.041680677,0.159860225,1.016726653,1.038586505,2.480813473,0.627004253,0.627004253,0.141232169,0.031780317,0.318913075,0.683509275,0.791757185,2.393969639,0.585468855,0.585468855,0.127588864,0.044985745,0.650979246,1.218495181,1.120926792,6.139665746,0.751901288,0.751901288,0.121818724,0.042878761,0.360645588,1.057433422,1.068592624,6.158948985,0.711995845,0.711995845,0.135608847,0.065187213,1,1.687232713,1.624761092,17.2068574,0.657472155,0.657472155,0.058927204,0.030290764,0.204470653,0.810906751,0.755014241,5.976055049,0.623493564,0.623493564,1
0.305927979,0.093131495,0.160491831,0.901925077,0.945513348,32.62961009,0.656100241,0.656100241,0.245698844,0.099966223,0.179069453,1.075085558,1.015030759,21.63763094,0.724752997,0.724752997,0.377435426,0.117209732,0.200315473,1.17374983,1.190090298,11.4745214,0.662904552,0.662904552,0.232248007,0.074161507,0.179235866,0.843077827,0.752980386,7.452875187,0.661702753,0.661702753,0.129755719,0.066498234,0.192304219,0.712732369,0.675154142,17.43676652,0.69733232,0.69733232,0.134000113,0.058659117,0.167724019,0.635889221,0.595576186,18.928839,0.669754585,0.669754585,0.556320108,0.178993126,1,1.777873135,1.817470172,109.7308388,0.664802453,0.664802453,0.484435928,0.099305562,0.33538294,0.879666984,1.008184709,44.71045367,0.600437888,0.600437888,2
0.682178865,0.256927057,0.424878275,1.092339769,1.068274565,174.4326789,0.676732336,0.676732336,0.584179209,0.228982012,0.303914223,0.907146651,0.952149126,89.49424014,0.740987958,0.740987958,0.867563782,0.257738686,0.456091616,1.106920608,1.071759364,36.06958976,0.68096958,0.68096958,0.968388867,0.31892666,1,1.454514669,1.326192187,37.4971994,0.724623016,0.724623016,0.559943852,0.19238368,0.287333057,0.821323316,0.799960628,111.004571,0.77077743,0.77077743,0.542164486,0.170283568,0.193203918,0.637481441,0.708070176,107.4335388,0.784718107,0.784718107,0.604229724,0.215030593,0.28854539,0.779962288,0.894126589,146.7721775,0.792353578,0.792353578,0.905699782,0.28365568,0.345629333,1.200311257,1.179467366,193.2074981,0.645865081,0.645865081,3
0.224496281,0.077063862,0.170013154,0.591194435,0.624178132,16.23898783,0.71181316,0.71181316,0.25094408,0.114038897,0.28766884,0.988285222,0.923607223,19.19936573,0.679180123,0.679180123,0.465720358,0.151810067,0.382550965,1.270790285,1.229698299,12.8212049,0.675891155,0.675891155,0.510715084,0.179075303,0.61821915,1.572776787,1.450613467,28.23175868,0.713615625,0.713615625,0.424989396,0.127142498,0.492438555,0.820920866,1.029913624,81.3678578,0.681546057,0.681546057,0.219964411,0.089457894,0.240604435,0.741824188,0.724616701,61.53885316,0.727370992,0.727370992,0.560345679,0.152200361,1,1.211192799,1.232885141,153.0724295,0.587408591,0.587408591,0.247753955,0.096865686,0.317683193,0.803015419,0.784487413,23.66249635,0.677279931,0.677279931,4
0.782385067,0.262510408,0.384186201,1.449793214,1.431643039,60.73382501,0.695262755,0.695262755,0.881993618,0.229285489,0.718522521,1.150349191,1.250530547,47.88453218,0.656264613,0.656264613,0.496693873,0.221480675,0.227295803,1.27933486,1.208016976,26.5955935,0.73887453,0.73887453,0.336552733,0.126514121,0.135339718,0.655673344,0.690056353,28.64755775,0.619296656,0.619296656,0.253197818,0.096697978,0.171596354,0.502227194,0.527410832,109.5574224,0.614175257,0.614175257,0.1869874,0.078769145,0.126482404,0.399105925,0.429608873,90.8112356,0.617415749,0.617415749,0.233481496,0.119563023,0.143778782,0.667081999,0.652028453,136.8989412,0.710717239,0.710717239,1,0.331962475,1,1.896434274,1.810704927,90.72878556,0.592784421,0.592784421,5
0.782385067,0.262510408,0.384186201,1.449793214,1.431643039,112.8990347,0.695262755,0.695262755,0.881993618,0.229285489,0.718522521,1.150349191,1.250530547,136.5819564,0.656264613,0.656264613,0.496693873,0.221480675,0.227295803,1.27933486,1.208016976,40.74013595,0.73887453,0.73887453,0.336552733,0.126514121,0.135339718,0.655673344,0.690056353,58.51253846,0.619296656,0.619296656,0.253197818,0.096697978,0.171596354,0.502227194,0.527410832,104.1634736,0.614175257,0.614175257,0.1869874,0.078769145,0.126482404,0.399105925,0.429608873,104.6463144,0.617415749,0.617415749,0.233481496,0.119563023,0.143778782,0.667081999,0.652028453,196.3276846,0.710717239,0.710717239,1,0.331962475,1,1.896434274,1.810704927,203.2659308,0.592784421,0.592784421,6
0.028003938,0.015920879,0.151155375,0.418798396,0.419676962,38.10661583,0.683802529,0.683802529,0.122274049,0.060117498,0.931547058,1.639199663,1.58488292,65.13344688,0.659641117,0.659641117,0.131259122,0.064740038,1,1.669657802,1.706773794,34.91471445,0.659574908,0.659574908,0.130108179,0.061000562,0.370753044,1.601483806,1.608343893,25.17226867,0.63556285,0.63556285,0.126865954,0.060547885,0.450328943,1.581954317,1.596339517,20.98457611,0.654012433,0.654012433,0.04056966,0.01859532,0.243520362,0.477755935,0.490309199,25.63708774,0.633248008,0.633248008,0.029387164,0.013599488,0.076881869,0.378897404,0.358529879,36.27927901,0.613184047,0.613184047,0.017023234,0.00891832,0.05816726,0.232252676,0.235143837,26.03758982,0.626978203,0.626978203,1
1,0.253291459,1,0.975766962,0.966479205,47.62769658,0.690424388,0.690424388,0.469514575,0.197825922,0.299117567,0.803203953,0.754824086,68.37217355,0.758532796,0.758532796,0.781868376,0.286868642,0.35160575,1.187168698,1.094573572,35.94809398,0.689248809,0.689248809,0.664275615,0.269094418,0.315170711,0.98150995,1.0267189,28.65303662,0.707128978,0.707128978,0.530357427,0.172313102,0.102782482,0.616569907,0.657439877,26.87993646,0.73093025,0.73093025,0.860652965,0.276728526,0.453943346,1.141461705,1.055898667,24.69403094,0.752137565,0.752137565,1,0.318476801,0.719125594,1.024263057,1.215195924,31.58745696,0.709103842,0.709103842,0.88987267,0.32205654,0.793520642,1.270055767,1.228869769,25.12608175,0.74328191,0.74328191,2
0.842627785,0.241128002,0.842185266,1.754590283,1.598939256,30.43086154,0.704339748,0.704339748,0.367305274,0.109529117,0.135831256,0.685354926,0.726250697,32.26747111,0.718729427,0.718729427,0.162042013,0.063685424,0.057506856,0.445314849,0.422278603,6.189826747,0.709080958,0.709080958,0.347128531,0.12936018,0.109038549,0.897855258,0.857703739,9.707022735,0.70323962,0.70323962,0.493540253,0.203225075,0.252361683,1.419005682,1.347489915,23.06918792,0.679693729,0.679693729,0.362328564,0.09384828,0.043890407,0.492970633,0.622290805,8.907982972,0.69309937,0.69309937,0.649510002,0.15899998,0.242720164,0.902834111,1.054335392,15.92557475,0.650384898,0.650384898,1,0.2067105,1,1.402074258,1.370711595,15.0484309,0.680235257,0.680235257,3
0.182784829,0.060356544,0.101303247,0.438680411,0.393183064,10.10660836,0.722353121,0.722353121,0.575875045,0.152979028,0.371987145,0.815027227,0.996549988,107.8142143,0.725548198,0.725548198,0.65650775,0.149018406,0.323402078,0.871207831,0.970749446,55.22282503,0.643241206,0.643241206,1,0.249961038,1,1.450616183,1.628304232,61.13475925,0.644652352,0.644652352,1,0.270394171,1,1.994861414,1.761407569,38.72426856,0.699762306,0.699762306,1,0.216483262,0.593463949,1.547773783,1.41026471,40.07670127,0.685643903,0.685643903,0.444970455,0.090684679,0.133619139,0.595920102,0.590750183,24.82215842,0.76576831,0.76576831,0.12597095,0.038191016,0.056067695,0.28591305,0.248790809,7.288461597,0.733587633,0.733587633,4
0.3308898,0.082375731,0.206754526,0.555884558,0.61812014,8.267004614,0.757225512,0.757225512,0.915235546,0.199882706,0.557826121,1.156369442,1.499848015,107.0507114,0.625946439,0.625946439,0.695176184,0.205313914,0.532735583,1.49060557,1.540614779,117.103656,0.696224668,0.696224668,0.915388315,0.261552362,1,2.308266699,1.962584297,46.00306928,0.70427651,0.70427651,0.597616067,0.166363682,0.197760308,1.243364533,1.248265959,14.62792184,0.670072264,0.670072264,0.213739462,0.061971864,0.13279952,0.532551017,0.465000853,11.62190168,0.74815892,0.74815892,0.155744798,0.053667958,0.125210817,0.409215406,0.402699587,7.680918942,0.68887012,0.68887012,0.14547486,0.035031875,0.107466653,0.303742775,0.262866369,2.716646862,0.735879612,0.735879612,5
0.390796314,0.113269724,0.153831564,0.857159402,0.829825715,29.31343342,0.72423121,0.72423121,0.219381081,0.081363321,0.2202121,0.607952814,0.596022716,29.96628195,0.678528947,0.678528947,0.215261727,0.066486223,0.097109216,0.452472559,0.487024816,16.03030329,0.616618771,0.616618771,0.372075576,0.129326174,0.285841404,0.914827792,0.947409437,13.13244156,0.735262184,0.735262184,0.666297477,0.218708441,0.31070963,1.688753767,1.602240546,18.3643328,0.728737062,0.728737062,0.560864917,0.182033291,0.340344246,1.299801648,1.333606257,22.81220045,0.722853772,0.722853772,0.996226281,0.173326909,1,1.159987436,1.269824268,63.06916662,0.668745878,0.668745878,0.417691964,0.127493461,0.246892962,1.019044583,0.934046246,24.16411265,0.675801317,0.675801317,6
0.038058393,0.019296525,0.101244688,0.464234602,0.455140274,8.842210885,0.742650285,0.742650285,0.153175448,0.061859402,0.632832646,1.491753571,1.459049642,18.50417375,0.678067307,0.678067307,0.233899495,0.069029908,1,1.604007304,1.628003831,10.74713006,0.625446824,0.625446824,0.185288965,0.066476744,0.789449137,1.531929367,1.567787183,3.966861384,0.675208492,0.675208492,0.164377489,0.07506871,0.487238873,1.842885475,1.770542291,4.164004485,0.784700055,0.784700055,0.098595616,0.020674832,0.083438759,0.452594927,0.487412125,2.01072071,0.59160718,0.59160718,0.068382508,0.016401018,0.038475934,0.364193812,0.386682581,5.325592418,0.559930235,0.559930235,0.021574538,0.010404117,0.069535682,0.248400942,0.245382072,4.901866377,0.711460149,0.711460149,1
0.920068534,0.254902592,1,1.779652503,1.644120285,131.5998583,0.676640191,0.676640191,0.414130204,0.110640713,0.441632967,0.698531619,0.713585443,42.70737809,0.632789525,0.632789525,0.176479366,0.073253316,0.127085413,0.485502053,0.472429121,14.73122253,0.634870482,0.634870482,0.328309157,0.139861216,0.123361896,0.930453864,0.902045319,14.51867139,0.7019352,0.7019352,0.599714846,0.196716726,0.272206258,1.23383562,1.268692233,20.9072387,0.670146174,0.670146174,0.39122362,0.104538923,0.380577577,0.546579319,0.674239411,21.54935983,0.65050186,0.65050186,0.8126909,0.164419795,0.537570226,0.883633879,1.060499892,124.5482485,0.659452203,0.659452203,0.697988993,0.196029121,0.712864355,1.441811142,1.264388296,159.8214615,0.74031211,0.74031211,2
0.124759956,0.042382264,0.079063512,0.358135454,0.330055197,13.65533561,0.688355626,0.688355626,0.309464329,0.116326669,0.404331372,0.931913022,0.905892019,27.49280534,0.706440857,0.706440857,0.358163191,0.129513233,0.438906064,0.983017782,1.008584165,18.7060864,0.717310294,0.717310294,0.730499282,0.211288234,1,1.455360143,1.645456347,17.81987677,0.690015748,0.690015748,0.588052888,0.241712585,0.805001322,2.037815565,1.882336703,24.68950331,0.707161017,0.707161017,0.676077482,0.185089334,0.541999283,1.455714753,1.44143986,76.80724625,0.711586854,0.711586854,0.303133234,0.072384135,0.155854639,0.567711032,0.563697831,47.21702083,0.629347438,0.629347438,0.118195756,0.028575782,0.049518747,0.210332248,0.222537878,18.22207513,0.661678337,0.661678337,3
0.610883906,0.122846081,0.229630447,0.76063474,0.817814631,90.55494174,0.648346608,0.648346608,1,0.243287944,1,1.533544846,1.619593379,230.3396341,0.625026121,0.625026121,1,0.250830266,0.968569431,1.494429995,1.66981057,106.4730477,0.659472418,0.659472418,0.78247781,0.254225409,0.43793871,1.863324245,1.692414566,43.33061981,0.746167245,0.746167245,0.532764968,0.176268126,0.358254765,1.241702108,1.173424054,26.43821684,0.685596419,0.685596419,0.183985767,0.065265646,0.150730892,0.469383942,0.434459233,11.49555443,0.680505374,0.680505374,0.143859422,0.05238325,0.109736669,0.383743371,0.348712662,9.038132759,0.696655753,0.696655753,0.127730014,0.036617588,0.073461042,0.253236753,0.243770905,9.781181385,0.7288425,0.7288425,4
0.77738611,0.234630459,0.121785234,1.458599003,1.345921936,55.95575222,0.624695241,0.624695241,0.213365708,0.102170981,0.172904757,0.584083838,0.586052601,90.66733236,0.657550192,0.657550192,0.128807359,0.068844368,0.07120379,0.368870351,0.394894604,42.79645307,0.646039755,0.646039755,0.422421452,0.158117279,0.146951155,0.877665773,0.907001979,24.4278062,0.716828175,0.716828175,0.596973703,0.23955413,0.299014999,1.378814128,1.374152889,17.83275525,0.719369549,0.719369549,0.892459833,0.214601553,0.708490156,1.13123277,1.231070982,26.60115295,0.665192114,0.665192114,0.996857188,0.195706419,1,1.056379141,1.122675729,35.1032003,0.676486953,0.676486953,0.566517083,0.180990444,0.232377633,1.144354995,1.038229281,27.36963516,0.702516937,0.702516937,5
0.77738611,0.234630459,0.121785234,1.458599003,1.345921936,182.0455319,0.624695241,0.624695241,0.213365708,0.102170981,0.172904757,0.584083838,0.586052601,104.6740715,0.657550192,0.657550192,0.128807359,0.068844368,0.07120379,0.368870351,0.394894604,26.61509758,0.646039755,0.646039755,0.422421452,0.158117279,0.146951155,0.877665773,0.907001979,33.85056299,0.716828175,0.716828175,0.596973703,0.23955413,0.299014999,1.378814128,1.374152889,41.64230241,0.719369549,0.719369549,0.892459833,0.214601553,0.708490156,1.13123277,1.231070982,81.47693856,0.665192114,0.665192114,0.996857188,0.195706419,1,1.056379141,1.122675729,131.9448018,0.676486953,0.676486953,0.566517083,0.180990444,0.232377633,1.144354995,1.038229281,84.31887004,0.702516937,0.702516937,6
0.068388996,0.028416948,0.251711325,0.847412504,0.83428116,52.01560366,0.674889325,0.674889325,0.242910631,0.086559131,1,2.429728783,2.540785648,88.99032903,0.723138905,0.723138905,0.160655857,0.069632108,0.595698576,1.973535321,2.044127605,52.20210282,0.771753506,0.771753506,0.090130417,0.041884363,0.168412341,1.261909086,1.229652268,27.22498988,0.82260006,0.82260006,0.02159644,0.012867301,0.035517285,0.427544473,0.377757697,21.46101497,0.760578877,0.760578877,0.019067951,0.008463166,0.027835472,0.251918346,0.248424754,25.90547437,0.753118771,0.753118771,0.020165005,0.011352447,0.054610094,0.373824806,0.333266489,27.20893891,0.670038766,0.670038766,0.028948644,0.013343341,0.031540661,0.434126681,0.391704379,37.87586326,0.656157242,0.656157242,1
1,0.223570046,1,0.761995934,1.023240716,167.1390381,0.841815455,0.841815455,0.570985457,0.193600941,0.54145764,0.823140934,0.885987144,213.3257587,0.842793526,0.842793526,0.410171753,0.147151589,0.317651337,0.630531924,0.673414573,117.9826035,0.773904681,0.773904681,0.911196096,0.30420796,0.709259305,1.425227405,1.392286248,52.26142425,0.819681476,0.819681476,0.611448008,0.140196059,0.609777911,0.633487321,0.641659443,48.89608135,0.703680398,0.703680398,0.899402655,0.19117635,0.615707482,0.776252103,0.87500471,71.05985152,0.789877959,0.789877959,1,0.386115412,0.621363259,2.194421915,1.767238991,47.18349449,0.810467767,0.810467767,0.626530098,0.161936212,0.263788564,0.754942465,0.741168174,65.49092297,0.852573802,0.852573802,2
0.216441111,0.070596174,0.199790468,0.677940775,0.872324036,10.53582706,0.694238245,0.694238245,0.332745918,0.114479402,0.25138689,1.698056042,1.414392268,47.41255572,0.630909817,0.630909817,0.240459316,0.092068319,0.142522915,1.371077767,1.137539122,30.06464436,0.649108045,0.649108045,0.288652818,0.088076979,0.134518875,1.183648564,1.08823707,6.63823787,0.615346389,0.615346389,0.287640613,0.077918316,0.170102373,0.899605432,0.962822334,11.68698379,0.63893777,0.63893777,0.432374486,0.121164336,1,1.297166363,1.49727935,9.778539337,0.644204655,0.644204655,0.209961278,0.048388386,0.162903842,0.505056886,0.597935255,3.270490935,0.519700382,0.519700382,0.161159079,0.034756976,0.100342534,0.367448171,0.429470565,4.93163127,0.644701856,0.644701856,3
0.249952146,0.078887666,0.249952146,0.492842189,0.440102432,16.7258288,0.771566506,0.771566506,1,0.263043589,1,1.645620827,1.46748982,168.3845419,0.778406176,0.778406176,1,0.247445402,0.979512643,1.365924743,1.380470625,133.4234116,0.757484975,0.757484975,0.853541362,0.233857348,0.807370514,1.318910041,1.304674766,34.64750808,0.754015275,0.754015275,0.734985965,0.224058843,0.319508629,1.405893032,1.250047752,35.8232506,0.793967523,0.793967523,0.599868688,0.174291496,0.535994938,1.115457092,0.972394246,28.60078487,0.825803168,0.825803168,0.320939307,0.086995693,0.259232035,0.33234895,0.485353438,12.3429187,0.773469236,0.773469236,0.706649468,0.125373734,0.237807297,0.323003126,0.699466921,60.68787168,0.57773986,0.57773986,4
0.993996794,0.180340637,1,1.391649536,1.423882341,94.94864684,0.576731567,0.576731567,0.868214007,0.177025475,0.723063912,1.513174304,1.397573378,173.3971415,0.702215502,0.702215502,0.735253819,0.169334271,0.692405643,1.313176949,1.336870982,149.5095713,0.808724467,0.808724467,0.698596875,0.207528582,0.702816024,1.574041233,1.638549866,107.3697614,0.715825509,0.715825509,0.680850847,0.162955019,0.525234677,1.273075844,1.286634652,39.76831184,0.665773952,0.665773952,0.220348497,0.054593122,0.193501218,0.381180479,0.431040703,7.716925112,0.787664748,0.787664748,0.129316474,0.025767207,0.03148123,0.198867868,0.203435406,13.17154947,0.67693882,0.67693882,0.11509616,0.03571967,0.097669647,0.354833787,0.28201267,31.98093302,0.760898765,0.760898765,5
0.234859493,0.064326465,0.132026521,0.443256415,0.522060348,38.83352563,0.682690701,0.682690701,0.254147509,0.110191125,0.132149747,0.975878383,0.894161507,37.30076221,0.746548093,0.746548093,0.262208689,0.09223523,0.099613769,0.791847995,0.748491301,18.62202848,0.753751945,0.753751945,0.333144513,0.094669888,0.126037085,0.719071354,0.768234446,13.99447775,0.752904683,0.752904683,0.354863539,0.115563312,0.298998379,0.918112668,0.937944416,14.13388755,0.659588966,0.659588966,0.623433558,0.163157845,0.586846996,1.314928383,1.324235929,25.22974711,0.722243949,0.722243949,0.433683984,0.092991465,0.246970504,0.727576101,0.754740149,30.10211202,0.722809425,0.722809425,1,0.252592879,1,2.109328699,2.050131903,111.7818288,0.705104655,0.705104655,6
0.060392307,0.029932129,0.245506295,0.786202456,0.73891017,11.30604576,0.694536376,0.694536376,0.211582902,0.099866153,1,2.484170826,2.465380777,22.84410504,0.676777119,0.676777119,0.152261936,0.081246863,0.628082816,2.021646478,2.005773843,10.09594235,0.690943133,0.690943133,0.140615337,0.064195356,0.476300987,1.570535622,1.584359235,4.475185739,0.750749487,0.750749487,0.032471592,0.014533048,0.053634417,0.335350762,0.358686762,0.837499914,0.688779042,0.688779042,0.026590519,0.009774304,0.059538456,0.228431708,0.241252869,0.78626297,0.764102514,0.764102514,0.022414058,0.010651576,0.028238309,0.249315918,0.262928358,1.771202769,0.721702965,0.721702965,0.031395029,0.013882489,0.043742205,0.324346229,0.342707986,1.637313997,0.765050886,0.765050886,1
0.927109755,0.188131819,1,1.054452365,1.862232238,46.95275039,0.666509747,0.666509747,0.329279772,0.127763866,0.207676074,1.839735626,1.264384676,58.47325373,0.603973661,0.603973661,0.256833713,0.099014512,0.086306064,1.351193465,0.979817409,25.95348936,0.636049134,0.636049134,0.233700411,0.078866386,0.069607284,1.010176767,0.780585915,10.2539296,0.646926676,0.646926676,0.348396283,0.099761298,0.178492577,1.020217653,0.987482758,9.174121161,0.745662905,0.745662905,0.335856463,0.090022459,0.211272204,0.78999259,0.891081229,22.6083647,0.843778468,0.843778468,0.371165847,0.071236288,0.083079218,0.448658299,0.705147818,63.0570046,0.679889904,0.679889904,0.258513295,0.053468985,0.20190041,0.485573235,0.529267956,20.22052093,0.754401141,0.754401141,2
0.223256489,0.078066074,0.177523749,0.374021181,0.400931671,15.98689729,0.688814905,0.688814905,0.803246391,0.265246932,0.607308516,1.217883933,1.362245316,131.6210583,0.661259299,0.661259299,0.85523454,0.267027897,0.723562008,1.210211014,1.371442405,73.54600546,0.670738277,0.670738277,1,0.267215411,1,1.730853439,1.372437122,28.03792967,0.651174995,0.651174995,1,0.267785569,0.968633369,1.897891129,1.375426542,27.15393703,0.647251916,0.647251916,1,0.235455653,0.680366844,0.912091436,1.209379844,75.82060035,0.659065783,0.659065783,0.416192825,0.104376146,0.274159975,0.393540601,0.536100906,65.75615942,0.693287372,0.693287372,0.537531041,0.072435917,0.142040646,0.263507267,0.372036193,71.3045736,0.59673769,0.59673769,3
